year,make,model,cylinders,drivetrain,fuel_type,hwy_mpg,transmission,size_class,base_model
2022,Dodge,Challenger SRT Widebody,8,Rear-Wheel Drive,Premium,21,Automatic 8-spd,Midsize Cars,Colorado
2022,Dodge,Challenger SRT Widebody,8,Rear-Wheel Drive,Premium,21,Manual 6-spd,Midsize Cars,911
2023,Dodge,Challenger SRT Widebody,8,Rear-Wheel Drive,Premium,21,Automatic 8-spd,Midsize Cars,Challenger
2023,Dodge,Challenger SRT Widebody,8,Rear-Wheel Drive,Premium,21,Manual 6-spd,Midsize Cars,Challenger
2022,Dodge,Challenger Widebody,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Midsize Cars,911
2022,Dodge,Challenger Widebody,8,Rear-Wheel Drive,Premium,23,Manual 6-spd,Midsize Cars,Cayenne
2023,Dodge,Challenger Widebody,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Midsize Cars,Challenger
2023,Dodge,Challenger Widebody,8,Rear-Wheel Drive,Premium,23,Manual 6-spd,Midsize Cars,Challenger
2022,Dodge,Charger,6,Rear-Wheel Drive,Regular,30,Automatic 8-spd,Large Cars,R1S
2022,Dodge,Charger,8,Rear-Wheel Drive,Midgrade,25,Automatic 8-spd,Large Cars,UX
2022,Dodge,Charger,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Large Cars,Air
2023,Dodge,Charger,8,Rear-Wheel Drive,Midgrade,25,Automatic 8-spd,Large Cars,Charger
2023,Dodge,Charger,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Large Cars,Charger
2023,Dodge,Charger,6,Rear-Wheel Drive,Regular,30,Automatic 8-spd,Large Cars,Charger
2022,Dodge,Charger ,6,All-Wheel Drive,Regular,27,Automatic 8-spd,Large Cars,RC
2023,Dodge,Charger ,6,All-Wheel Drive,Regular,27,Automatic 8-spd,Large Cars,Charger
2022,Dodge,Charger SRT Widebody,8,Rear-Wheel Drive,Premium,21,Automatic 8-spd,Large Cars,Panamera
2023,Dodge,Charger SRT Widebody,8,Rear-Wheel Drive,Premium,21,Automatic 8-spd,Large Cars,Charger
2022,Dodge,Charger Widebody,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Large Cars,GR 86
2023,Dodge,Charger Widebody,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Large Cars,Charger
2022,Dodge,Durango ,6,All-Wheel Drive,Regular,25,Automatic 8-spd,Standard SUV 4WD,TLX
2022,Dodge,Durango ,8,All-Wheel Drive,Midgrade,22,Automatic 8-spd,Standard SUV 4WD,LC
2024,Dodge,Durango ,6,All-Wheel Drive,Regular,25,Automatic 8-spd,Standard SUV 4WD,Durango
2024,Dodge,Durango ,8,All-Wheel Drive,Midgrade,22,Automatic 8-spd,Standard SUV 4WD,Durango
2023,Dodge,Durango ,8,All-Wheel Drive,Midgrade,22,Automatic 8-spd,Standard SUV 4WD,Durango
2023,Dodge,Durango ,6,All-Wheel Drive,Regular,25,Automatic 8-spd,Standard SUV 4WD,Durango
2022,Dodge,Durango RWD,6,Rear-Wheel Drive,Regular,26,Automatic 8-spd,Standard SUV 2WD,E-Class
2022,Dodge,Durango RWD,8,Rear-Wheel Drive,Midgrade,22,Automatic 8-spd,Standard SUV 2WD,XF
2024,Dodge,Durango RWD,6,Rear-Wheel Drive,Regular,26,Automatic 8-spd,Standard SUV 2WD,Durango
2024,Dodge,Durango RWD,8,Rear-Wheel Drive,Midgrade,22,Automatic 8-spd,Standard SUV 2WD,Durango
2023,Dodge,Durango RWD,8,Rear-Wheel Drive,Midgrade,22,Automatic 8-spd,Standard SUV 2WD,Durango
2023,Dodge,Durango RWD,6,Rear-Wheel Drive,Regular,26,Automatic 8-spd,Standard SUV 2WD,Durango
2022,Dodge,Durango SRT ,8,All-Wheel Drive,Premium,19,Automatic 8-spd,Standard SUV 4WD,Golf/GTI
2024,Dodge,Durango SRT ,8,All-Wheel Drive,Premium,17,Automatic 8-spd,Standard SUV 4WD,Durango
2024,Dodge,Durango SRT ,8,All-Wheel Drive,Premium,19,Automatic 8-spd,Standard SUV 4WD,Durango
2023,Dodge,Durango SRT ,8,All-Wheel Drive,Premium,19,Automatic 8-spd,Standard SUV 4WD,Durango
2023,Dodge,Durango SRT ,8,All-Wheel Drive,Premium,17,Automatic 8-spd,Standard SUV 4WD,Durango
2024,Dodge,Hornet ,4,All-Wheel Drive,Regular,29,Automatic 9-spd,Small SUV 4WD,Hornet
2023,Dodge,Hornet ,4,All-Wheel Drive,Regular,29,Automatic 9-spd,Small SUV 4WD,Hornet
2022,Ferrari,812 Competizione,12,Rear-Wheel Drive,Premium,16,Automatic (AM7),Two Seaters,Jetta
2024,Ferrari,812 Competizione,12,Rear-Wheel Drive,Premium,16,Automatic (AM7),Two Seaters,812 Competizione
2023,Ferrari,812 Competizione,12,Rear-Wheel Drive,Premium,16,Automatic (AM7),Two Seaters,812 Competizione
2024,Ferrari,812 Competizione A,12,Rear-Wheel Drive,Premium,16,Automatic (AM7),Two Seaters,812 Competizione
2023,Ferrari,812 Competizione A,12,Rear-Wheel Drive,Premium,16,Automatic (AM7),Two Seaters,812 Competizione
2022,Ferrari,812 GTS,12,Rear-Wheel Drive,Premium,15,Automatic (AM7),Two Seaters,Altima
2023,Ferrari,812 GTS,12,Rear-Wheel Drive,Premium,15,Automatic (AM7),Two Seaters,812 GTS
2024,Ferrari,Daytona SP3,12,Rear-Wheel Drive,Premium,16,Automatic (AM7),Two Seaters,Daytona SP3
2023,Ferrari,Daytona SP3,12,Rear-Wheel Drive,Premium,16,Automatic (AM7),Two Seaters,Daytona SP3
2023,Ferrari,F175 AHA,12,All-Wheel Drive,Premium,15,Automatic (AM8),Compact Cars,F175 AHA
2022,Ferrari,F8 Spider,8,Rear-Wheel Drive,Premium,18,Automatic (AM7),Two Seaters,F150
2023,Ferrari,F8 Spider,8,Rear-Wheel Drive,Premium,18,Automatic (AM7),Two Seaters,F8 Spider
2022,Ferrari,F8 Tributo,8,Rear-Wheel Drive,Premium,19,Automatic (AM7),Two Seaters,F150
2023,Ferrari,F8 Tributo,8,Rear-Wheel Drive,Premium,19,Automatic (AM7),Two Seaters,F8 Tributo
2023,Ferrari,Monza SP1,12,Rear-Wheel Drive,Premium,15,Automatic (AM7),Two Seaters,Monza SP1
2023,Ferrari,Monza SP2,12,Rear-Wheel Drive,Premium,15,Automatic (AM7),Two Seaters,Monza SP2
2022,Ferrari,Portofino M,8,Rear-Wheel Drive,Premium,23,Automatic (AM8),Minicompact Cars,Metris Cargo
2023,Ferrari,Portofino M,8,Rear-Wheel Drive,Premium,23,Automatic (AM8),Minicompact Cars,Portofino
2024,Ferrari,Purosangue,12,All-Wheel Drive,Premium,15,Automatic (AM8),Standard SUV 4WD,Purosangue
2022,Ferrari,Roma,8,Rear-Wheel Drive,Premium,22,Automatic (AM8),Subcompact Cars,Suburban
2024,Ferrari,Roma,8,Rear-Wheel Drive,Premium,22,Automatic (AM8),Subcompact Cars,Roma
2023,Ferrari,Roma,8,Rear-Wheel Drive,Premium,22,Automatic (AM8),Subcompact Cars,Roma
2024,Ferrari,Roma Spider,8,Rear-Wheel Drive,Premium,22,Automatic (AM8),Minicompact Cars,Roma
2022,Fiat,500X ,4,All-Wheel Drive,Regular,30,Automatic 9-spd,Small SUV 4WD,911
2023,Fiat,500X ,4,All-Wheel Drive,Regular,30,Automatic 9-spd,Small SUV 4WD,500
2022,Ford,Bronco ,4,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Small SUV 4WD,3 Series
2022,Ford,Bronco ,6,Part-time 4-Wheel Drive,Regular,20,Automatic (S10),Small SUV 4WD,Silverado
2022,Ford,Bronco ,4,Part-time 4-Wheel Drive,Regular,21,Manual 7-spd,Small SUV 4WD,Silverado
2024,Ford,Bronco ,6,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Small SUV 4WD,Bronco
2024,Ford,Bronco ,4,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Small SUV 4WD,Bronco
2024,Ford,Bronco ,4,Part-time 4-Wheel Drive,Regular,21,Manual 7-spd,Small SUV 4WD,Bronco
2023,Ford,Bronco ,6,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco ,4,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco ,4,Part-time 4-Wheel Drive,Regular,21,Manual 7-spd,Small SUV 4WD,Bronco
2022,Ford,Bronco Badlands ,6,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Sierra
2022,Ford,Bronco Badlands ,4,Part-time 4-Wheel Drive,Regular,17,Manual 7-spd,Small SUV 4WD,ID.4
2022,Ford,Bronco Badlands ,4,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Tucson
2024,Ford,Bronco Badlands ,4,Part-time 4-Wheel Drive,Regular,18,Manual 7-spd,Small SUV 4WD,Bronco
2024,Ford,Bronco Badlands ,6,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco Badlands ,6,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco Badlands ,4,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco Badlands ,4,Part-time 4-Wheel Drive,Regular,17,Manual 7-spd,Small SUV 4WD,Bronco
2022,Ford,Bronco Black Diamond ,4,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Small SUV 4WD,Trax
2022,Ford,Bronco Black Diamond ,4,Part-time 4-Wheel Drive,Regular,19,Manual 7-spd,Small SUV 4WD,Discovery
2024,Ford,Bronco Black Diamond ,6,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Small SUV 4WD,Bronco
2024,Ford,Bronco Black Diamond ,4,Part-time 4-Wheel Drive,Regular,18,Manual 7-spd,Small SUV 4WD,Bronco
2024,Ford,Bronco Black Diamond ,4,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco Black Diamond ,6,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco Black Diamond ,4,Part-time 4-Wheel Drive,Regular,18,Manual 7-spd,Small SUV 4WD,Bronco
2023,Ford,Bronco Black Diamond ,4,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Small SUV 4WD,Bronco
2022,Ford,Bronco Raptor ,6,Part-time 4-Wheel Drive,Regular,16,Automatic (S10),Standard SUV 4WD,Sonata
2024,Ford,Bronco Raptor ,6,Part-time 4-Wheel Drive,Regular,16,Automatic (S10),Standard SUV 4WD,Bronco
2023,Ford,Bronco Raptor ,6,Part-time 4-Wheel Drive,Regular,16,Automatic (S10),Standard SUV 4WD,Bronco
2022,Ford,Bronco Sasquatch ,6,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Equinox
2022,Ford,Bronco Sasquatch ,4,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,XT5
2022,Ford,Bronco Sasquatch ,4,Part-time 4-Wheel Drive,Regular,18,Manual 7-spd,Small SUV 4WD,A5
2024,Ford,Bronco Sasquatch ,4,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Bronco
2024,Ford,Bronco Sasquatch ,4,Part-time 4-Wheel Drive,Regular,18,Manual 7-spd,Small SUV 4WD,Bronco
2024,Ford,Bronco Sasquatch ,6,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco Sasquatch ,4,Part-time 4-Wheel Drive,Regular,18,Manual 7-spd,Small SUV 4WD,Bronco
2023,Ford,Bronco Sasquatch ,6,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Bronco
2023,Ford,Bronco Sasquatch ,4,Part-time 4-Wheel Drive,Regular,17,Automatic (S10),Small SUV 4WD,Bronco
2022,Ford,Bronco Sport ,4,Part-time 4-Wheel Drive,Regular,26,Automatic (S8),Small SUV 4WD,Bentayga
2022,Ford,Bronco Sport ,3,All-Wheel Drive,Regular,28,Automatic 8-spd,Small SUV 4WD,Camaro
2024,Ford,Bronco Sport ,4,Part-time 4-Wheel Drive,Regular,26,Automatic (S8),Small SUV 4WD,Bronco Sport
2024,Ford,Bronco Sport ,3,All-Wheel Drive,Regular,29,Automatic 8-spd,Small SUV 4WD,Bronco Sport
2023,Ford,Bronco Sport ,4,Part-time 4-Wheel Drive,Regular,26,Automatic (S8),Small SUV 4WD,Bronco Sport
2023,Ford,Bronco Sport ,3,All-Wheel Drive,Regular,28,Automatic 8-spd,Small SUV 4WD,Bronco Sport
2022,Ford,EcoSport ,4,All-Wheel Drive,Regular,29,Automatic (S6),Small SUV 4WD,2 Series
2022,Ford,Edge ,6,All-Wheel Drive,Regular,25,Automatic (S8),Small SUV 4WD,Camry
2022,Ford,Edge ,4,All-Wheel Drive,Regular,28,Automatic (S8),Small SUV 4WD,Camry
2022,Ford,Edge ,4,All-Wheel Drive,Regular,28,Automatic 8-spd,Small SUV 4WD,Sequoia
2024,Ford,Edge ,4,All-Wheel Drive,Regular,28,Automatic (S8),Small SUV 4WD,Edge
2024,Ford,Edge ,4,All-Wheel Drive,Regular,28,Automatic 8-spd,Small SUV 4WD,Edge
2024,Ford,Edge ,6,All-Wheel Drive,Regular,25,Automatic (S8),Small SUV 4WD,Edge
2023,Ford,Edge ,4,All-Wheel Drive,Regular,28,Automatic (S8),Small SUV 4WD,Edge
2023,Ford,Edge ,4,All-Wheel Drive,Regular,28,Automatic 8-spd,Small SUV 4WD,Edge
2023,Ford,Edge ,6,All-Wheel Drive,Regular,25,Automatic (S8),Small SUV 4WD,Edge
2022,Ford,Escape ,3,All-Wheel Drive,Regular,31,Automatic 8-spd,Small SUV 4WD,Canyon
2022,Ford,Escape ,4,All-Wheel Drive,Regular,31,Automatic 8-spd,Small SUV 4WD,Colorado
2024,Ford,Escape ,4,All-Wheel Drive,Regular,31,Automatic 8-spd,Small SUV 4WD,Escape
2024,Ford,Escape ,3,All-Wheel Drive,Regular,32,Automatic 8-spd,Small SUV 4WD,Escape
2023,Ford,Escape ,4,All-Wheel Drive,Regular,31,Automatic 8-spd,Small SUV 4WD,Escape
2023,Ford,Escape ,3,All-Wheel Drive,Regular,32,Automatic 8-spd,Small SUV 4WD,Escape
2022,Ford,Escape ,3,Front-Wheel Drive,Regular,34,Automatic 8-spd,Small SUV 2WD,911
2024,Ford,Escape ,3,Front-Wheel Drive,Regular,34,Automatic 8-spd,Small SUV 2WD,Escape
2023,Ford,Escape ,3,Front-Wheel Drive,Regular,34,Automatic 8-spd,Small SUV 2WD,Escape
2022,Ford,Escape  HEV,4,Part-time 4-Wheel Drive,Regular,37,Automatic (variable gear ratios),Small SUV 4WD,Range Rover
2024,Ford,Escape  HEV,4,Part-time 4-Wheel Drive,Regular,36,Automatic (variable gear ratios),Small SUV 4WD,Escape
2023,Ford,Escape  HEV,4,Part-time 4-Wheel Drive,Regular,36,Automatic (variable gear ratios),Small SUV 4WD,Escape
2022,Ford,Escape  HEV,4,Front-Wheel Drive,Regular,37,Automatic (variable gear ratios),Small SUV 2WD,RX
2024,Ford,Escape  HEV,4,Front-Wheel Drive,Regular,36,Automatic (variable gear ratios),Small SUV 2WD,Escape
2023,Ford,Escape  HEV,4,Front-Wheel Drive,Regular,36,Automatic (variable gear ratios),Small SUV 2WD,Escape
2022,Ford,Expedition ,6,Rear-Wheel Drive,Regular,23,Automatic (S10),Standard SUV 2WD,Panamera
2022,Ford,Expedition ,6,Rear-Wheel Drive,Regular,23,Automatic (S10),Standard SUV 2WD,GLS-Class
2024,Ford,Expedition ,6,Rear-Wheel Drive,Regular,23,Automatic (S10),Standard SUV 2WD,Expedition
2023,Ford,Expedition ,6,Rear-Wheel Drive,Regular,23,Automatic (S10),Standard SUV 2WD,Expedition
2022,Ford,Expedition ,6,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Standard SUV 4WD,A-Class
2022,Ford,Expedition ,6,Part-time 4-Wheel Drive,Regular,22,Automatic (S10),Standard SUV 4WD,Highlander
2024,Ford,Expedition ,6,Part-time 4-Wheel Drive,Regular,22,Automatic (S10),Standard SUV 4WD,Expedition
2023,Ford,Expedition ,6,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Standard SUV 4WD,Expedition
2023,Ford,Expedition ,6,Part-time 4-Wheel Drive,Regular,22,Automatic (S10),Standard SUV 4WD,Expedition
2022,Ford,Expedition Timberline ,6,Part-time 4-Wheel Drive,Regular,19,Automatic (S10),Standard SUV 4WD,Range Rover
2022,Ford,Expedition Timberline ,6,Part-time 4-Wheel Drive,Regular,19,Automatic (S10),Standard SUV 4WD,Silverado
2024,Ford,Expedition Timberline ,6,Part-time 4-Wheel Drive,Regular,19,Automatic (S10),Standard SUV 4WD,Expedition
2023,Ford,Expedition Timberline ,6,Part-time 4-Wheel Drive,Regular,19,Automatic (S10),Standard SUV 4WD,Expedition
2022,Ford,Explorer ,6,Part-time 4-Wheel Drive,Regular,24,Automatic 10-spd,Standard SUV 4WD,Taycan
2022,Ford,Explorer ,4,Part-time 4-Wheel Drive,Regular,27,Automatic 10-spd,Standard SUV 4WD,Bronco Sport
2022,Ford,Explorer ,6,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard SUV 4WD,Explorer
2022,Ford,Explorer ,4,Part-time 4-Wheel Drive,Regular,26,Automatic 10-spd,Standard SUV 4WD,F150
2024,Ford,Explorer ,6,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard SUV 4WD,Explorer
2024,Ford,Explorer ,6,Part-time 4-Wheel Drive,Regular,24,Automatic 10-spd,Standard SUV 4WD,Explorer
2024,Ford,Explorer ,4,Part-time 4-Wheel Drive,Regular,27,Automatic 10-spd,Standard SUV 4WD,Explorer
2023,Ford,Explorer ,6,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard SUV 4WD,Explorer
2023,Ford,Explorer ,4,Part-time 4-Wheel Drive,Regular,26,Automatic 10-spd,Standard SUV 4WD,Explorer
2023,Ford,Explorer ,4,Part-time 4-Wheel Drive,Regular,27,Automatic 10-spd,Standard SUV 4WD,Explorer
2023,Ford,Explorer ,6,Part-time 4-Wheel Drive,Regular,24,Automatic 10-spd,Standard SUV 4WD,Explorer
2022,Ford,Explorer HEV ,6,Part-time 4-Wheel Drive,Regular,26,Automatic (S10),Standard SUV 4WD,Tundra
2023,Ford,Explorer HEV ,6,Part-time 4-Wheel Drive,Regular,26,Automatic 10-spd,Standard SUV 4WD,Explorer
2022,Ford,Explorer HEV RWD,6,Rear-Wheel Drive,Regular,28,Automatic (S10),Standard SUV 2WD,Corsair
2023,Ford,Explorer HEV RWD,6,Rear-Wheel Drive,Regular,28,Automatic 10-spd,Standard SUV 2WD,Explorer
2022,Ford,Explorer Platinum HEV ,6,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard SUV 4WD,Explorer
2023,Ford,Explorer Platinum HEV ,6,Part-time 4-Wheel Drive,Regular,24,Automatic 10-spd,Standard SUV 4WD,Explorer
2022,Ford,Explorer Platinum HEV RWD,6,Rear-Wheel Drive,Regular,26,Automatic (S10),Standard SUV 2WD,Yukon
2023,Ford,Explorer Platinum HEV RWD,6,Rear-Wheel Drive,Regular,26,Automatic 10-spd,Standard SUV 2WD,Explorer
2022,Ford,Explorer RWD,4,Rear-Wheel Drive,Regular,28,Automatic 10-spd,Standard SUV 2WD,Escalade
2022,Ford,Explorer RWD,6,Rear-Wheel Drive,Regular,25,Automatic (S10),Standard SUV 2WD,Bronco
2022,Ford,Explorer RWD,6,Rear-Wheel Drive,Regular,26,Automatic 10-spd,Standard SUV 2WD,3
2022,Ford,Explorer RWD,4,Rear-Wheel Drive,Regular,28,Automatic 10-spd,Standard SUV 2WD,Grand Cherokee
2024,Ford,Explorer RWD,6,Rear-Wheel Drive,Regular,26,Automatic 10-spd,Standard SUV 2WD,Explorer
2024,Ford,Explorer RWD,6,Rear-Wheel Drive,Regular,25,Automatic (S10),Standard SUV 2WD,Explorer
2024,Ford,Explorer RWD,4,Rear-Wheel Drive,Regular,28,Automatic 10-spd,Standard SUV 2WD,Explorer
2023,Ford,Explorer RWD,4,Rear-Wheel Drive,Regular,28,Automatic 10-spd,Standard SUV 2WD,Explorer
2023,Ford,Explorer RWD,6,Rear-Wheel Drive,Regular,26,Automatic 10-spd,Standard SUV 2WD,Explorer
2023,Ford,Explorer RWD,6,Rear-Wheel Drive,Regular,25,Automatic (S10),Standard SUV 2WD,Explorer
2022,Ford,Explorer Timberline ,4,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Standard SUV 4WD,CLA-Class
2022,Ford,Explorer Timberline ,4,Part-time 4-Wheel Drive,Regular,22,Automatic (S10),Standard SUV 4WD,Transit T150 Wagon
2024,Ford,Explorer Timberline ,4,Part-time 4-Wheel Drive,Regular,22,Automatic (S10),Standard SUV 4WD,Explorer
2023,Ford,Explorer Timberline ,4,Part-time 4-Wheel Drive,Regular,21,Automatic (S10),Standard SUV 4WD,Explorer
2023,Ford,Explorer Timberline ,4,Part-time 4-Wheel Drive,Regular,22,Automatic (S10),Standard SUV 4WD,Explorer
2022,Ford,F150 Pickup ,6,Rear-Wheel Drive,Regular,26,Automatic (S10),Standard Pickup Trucks 2WD,Ranger
2022,Ford,F150 Pickup ,6,Rear-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 2WD,F-150 Lightning
2022,Ford,F150 Pickup ,6,Rear-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 2WD,Nexo
2024,Ford,F150 Pickup ,8,Rear-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 2WD,F150
2024,Ford,F150 Pickup ,6,Rear-Wheel Drive,Regular,25,Automatic (S10),Standard Pickup Trucks 2WD,F150
2023,Ford,F150 Pickup ,6,Rear-Wheel Drive,Regular,26,Automatic (S10),Standard Pickup Trucks 2WD,F150
2023,Ford,F150 Pickup ,6,Rear-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 2WD,F150
2023,Ford,F150 Pickup ,6,Rear-Wheel Drive,Regular,25,Automatic (S10),Standard Pickup Trucks 2WD,F150
2022,Ford,F150 Pickup ,6,Part-time 4-Wheel Drive,Regular,23,Automatic (S10),Standard Pickup Trucks 4WD,Bolt EV
2022,Ford,F150 Pickup ,6,Part-time 4-Wheel Drive,Regular,23,Automatic (S10),Standard Pickup Trucks 4WD,Q3
2022,Ford,F150 Pickup ,6,Part-time 4-Wheel Drive,Regular,23,Automatic (S10),Standard Pickup Trucks 4WD,2 Series
2022,Ford,F150 Pickup ,6,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 4WD,S7
2024,Ford,F150 Pickup ,6,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 4WD,F150
2024,Ford,F150 Pickup ,8,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 4WD,F150
2024,Ford,F150 Pickup ,6,Part-time 4-Wheel Drive,Regular,23,Automatic (S10),Standard Pickup Trucks 4WD,F150
2023,Ford,F150 Pickup ,6,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 4WD,F150
2023,Ford,F150 Pickup ,6,Part-time 4-Wheel Drive,Regular,23,Automatic (S10),Standard Pickup Trucks 4WD,F150
2022,Ford,F150 Pickup  HEV,6,Rear-Wheel Drive,Regular,25,Automatic (S10),Standard Pickup Trucks 2WD,Cooper
2023,Ford,F150 Pickup  HEV,6,Rear-Wheel Drive,Regular,25,Automatic (S10),Standard Pickup Trucks 2WD,F150
2022,Ford,F150 Pickup  HEV,6,Part-time 4-Wheel Drive,Regular,23,Automatic (S10),Standard Pickup Trucks 4WD,X6
2024,Ford,F150 Pickup  HEV,6,Part-time 4-Wheel Drive,Regular,24,Automatic (S10),Standard Pickup Trucks 4WD,F150
2023,Ford,F150 Pickup  HEV,6,Part-time 4-Wheel Drive,Regular,23,Automatic (S10),Standard Pickup Trucks 4WD,F150
2022,Ford,F150 Pickup Tremor ,6,Part-time 4-Wheel Drive,Regular,20,Automatic (S10),Standard Pickup Trucks 4WD,Sequoia
2022,Ford,F150 Pickup Tremor ,6,Part-time 4-Wheel Drive,Regular,20,Automatic (S10),Standard Pickup Trucks 4WD,Avalon
2023,Ford,F150 Pickup Tremor ,6,Part-time 4-Wheel Drive,Regular,20,Automatic (S10),Standard Pickup Trucks 4WD,F150
2022,Ford,F150 RAPTOR ,6,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Standard Pickup Trucks 4WD,718
2022,Ford,F150 RAPTOR ,6,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Standard Pickup Trucks 4WD,Civic
2024,Ford,F150 RAPTOR ,6,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Standard Pickup Trucks 4WD,F150
2023,Ford,F150 RAPTOR ,6,Part-time 4-Wheel Drive,Regular,18,Automatic (S10),Standard Pickup Trucks 4WD,F150
2022,Ford,F150 RAPTOR 37 ,6,Part-time 4-Wheel Drive,Regular,16,Automatic (S10),Standard Pickup Trucks 4WD,Range Rover
2022,Ford,F150 RAPTOR 37 ,6,Part-time 4-Wheel Drive,Regular,16,Automatic (S10),Standard Pickup Trucks 4WD,Outlander
2023,Ford,F150 RAPTOR 37 ,6,Part-time 4-Wheel Drive,Regular,16,Automatic (S10),Standard Pickup Trucks 4WD,F150
2024,Ford,F150 RAPTOR R ,8,Part-time 4-Wheel Drive,Regular,15,Automatic (S10),Standard Pickup Trucks 4WD,F150
2023,Ford,F150 RAPTOR R ,8,Part-time 4-Wheel Drive,Regular,15,Automatic (S10),Standard Pickup Trucks 4WD,F150
2022,Ford,GT,6,Rear-Wheel Drive,Premium,18,Automatic (AM7),Two Seaters,Forte
2022,Ford,Maverick ,4,All-Wheel Drive,Regular,29,Automatic 8-spd,Small Pickup Trucks 4WD,Silverado
2024,Ford,Maverick ,4,All-Wheel Drive,Regular,29,Automatic 8-spd,Small Pickup Trucks 4WD,Maverick
2023,Ford,Maverick ,4,All-Wheel Drive,Regular,28,Automatic 8-spd,Small Pickup Trucks 4WD,Maverick
2022,Ford,Maverick ,4,Front-Wheel Drive,Regular,30,Automatic 8-spd,Small Pickup Trucks 2WD,NX
2024,Ford,Maverick ,4,Front-Wheel Drive,Regular,30,Automatic 8-spd,Small Pickup Trucks 2WD,Maverick
2023,Ford,Maverick ,4,Front-Wheel Drive,Regular,30,Automatic 8-spd,Small Pickup Trucks 2WD,Maverick
2022,Ford,Maverick HEV ,4,Front-Wheel Drive,Regular,33,Automatic (variable gear ratios),Small Pickup Trucks 2WD,RDX
2024,Ford,Maverick HEV ,4,Front-Wheel Drive,Regular,33,Automatic (variable gear ratios),Small Pickup Trucks 2WD,Maverick
2023,Ford,Maverick HEV ,4,Front-Wheel Drive,Regular,33,Automatic (variable gear ratios),Small Pickup Trucks 2WD,Maverick
2024,Ford,Maverick Tremor ,4,All-Wheel Drive,Regular,24,Automatic 8-spd,Small Pickup Trucks 4WD,Maverick
2023,Ford,Maverick Tremor ,4,All-Wheel Drive,Regular,24,Automatic 8-spd,Small Pickup Trucks 4WD,Maverick
2022,Ford,Mustang,4,Rear-Wheel Drive,Regular,29,Manual 6-spd,Subcompact Cars,Explorer
2022,Ford,Mustang,8,Rear-Wheel Drive,Regular,24,Automatic (S10),Subcompact Cars,GLE-Class
2022,Ford,Mustang,8,Rear-Wheel Drive,Regular,24,Manual 6-spd,Subcompact Cars,Civic
